study,year,location,state,elevation,region,fungicide2,inc_check,scl_check,design_scl,mean_scl,mean_scl_qmr,mean_scl_sd
55,2015/2016,Júlio de  Castilhos,RS,513,Southern,DIMO+BOSC-2,28.75,208,1,95.5,11013.0311,85.79627032
55,2015/2016,Júlio de  Castilhos,RS,513,Southern,FLUO-2,28.75,208,1,37,11013.0311,40.348482
55,2015/2016,Júlio de  Castilhos,RS,513,Southern,FLUZ-2,28.75,208,1,139.5,11013.0311,191.7107196
55,2015/2016,Júlio de  Castilhos,RS,513,Southern,PROCY-2,28.75,208,1,97,11013.0311,92.9946235
55,2015/2016,Júlio de  Castilhos,RS,513,Southern,TIOF-4,28.75,208,1,193,11013.0311,131.1741845
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,AACHECK-0,41.25,7091.75,1,7091.75,3836818.233,2740.072307
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,CARB+PROCY-2,41.25,7091.75,1,674,3836818.233,550.0957492
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,DIMO+BOSC-2,41.25,7091.75,1,602.5,3836818.233,558.1358855
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,FLUO-2,41.25,7091.75,1,485,3836818.233,778.5276702
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,FLUZ-2,41.25,7091.75,1,830,3836818.233,876.1978468
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,PROCY-2,41.25,7091.75,1,2587.5,3836818.233,3175.246537
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,TIOF-4,41.25,7091.75,1,4511.5,3836818.233,2069.718419
57,2015/2016,Mauá da Serra,PR,909,Southern,AACHECK-0,23.44,770,1,770,25410,202.9778313
57,2015/2016,Mauá da Serra,PR,909,Southern,CARB+PROCY-2,23.44,770,1,335,25410,219.317122
57,2015/2016,Mauá da Serra,PR,909,Southern,DIMO+BOSC-2,23.44,770,1,95,25410,68.06859286
57,2015/2016,Mauá da Serra,PR,909,Southern,FLUO-2,23.44,770,1,95,25410,85.44003745
57,2015/2016,Mauá da Serra,PR,909,Southern,FLUZ-2,23.44,770,1,280,25410,204.6134567
57,2015/2016,Mauá da Serra,PR,909,Southern,PROCY-2,23.44,770,1,307.5,25410,138.5382876
57,2015/2016,Mauá da Serra,PR,909,Southern,TIOF-4,23.44,770,1,275,25410,167.6305461
58,2015/2016,Faxinal,PR,820,Southern,AACHECK-0,13.13,570,1,570,23558.2222,157.9029238
58,2015/2016,Faxinal,PR,820,Southern,CARB+PROCY-2,13.13,570,1,60,23558.2222,120
58,2015/2016,Faxinal,PR,820,Southern,FLUZ-2,13.13,570,1,235,23558.2222,111.2055155
58,2015/2016,Faxinal,PR,820,Southern,PROCY-2,13.13,570,1,270,23558.2222,167.6731514
58,2015/2016,Faxinal,PR,820,Southern,TIOF-4,13.13,570,1,320,23558.2222,343.7053001
59,2016/2017,Ponta Grossa,PR,1021,Southern,AACHECK-0,3.75,77.18,1,77.18,2061.9019,75.89939713
59,2016/2017,Ponta Grossa,PR,1021,Southern,CARB+PROCY-2,3.75,77.18,1,9.64,2061.9019,19.28571429
59,2016/2017,Ponta Grossa,PR,1021,Southern,DIMO+BOSC-2,3.75,77.18,1,27.14,2061.9019,48.54098711
59,2016/2017,Ponta Grossa,PR,1021,Southern,FLUO-2,3.75,77.18,1,38.06,2061.9019,76.11111111
59,2016/2017,Ponta Grossa,PR,1021,Southern,FLUZ-2,3.75,77.18,1,33.17,2061.9019,30.26519776
59,2016/2017,Ponta Grossa,PR,1021,Southern,PROCY-2,3.75,77.18,1,26.05,2061.9019,39.75770093
59,2016/2017,Ponta Grossa,PR,1021,Southern,TIOF-4,3.75,77.18,1,22.94,2061.9019,16.48884733
60,2016/2017,Pitanga,PR,952,Southern,AACHECK-0,46.5,8333.33,1,8333.33,955080.7467,760.7275324
60,2016/2017,Pitanga,PR,952,Southern,CARB+PROCY-2,46.5,8333.33,1,1180.55,955080.7467,146.1074848
60,2016/2017,Pitanga,PR,952,Southern,DIMO+BOSC-2,46.5,8333.33,1,2638.89,955080.7467,506.6431119
60,2016/2017,Pitanga,PR,952,Southern,FLUO-2,46.5,8333.33,1,1851.89,955080.7467,796.5116022
60,2016/2017,Pitanga,PR,952,Southern,FLUZ-2,46.5,8333.33,1,8208.33,955080.7467,1666.126456
60,2016/2017,Pitanga,PR,952,Southern,PROCY-2,46.5,8333.33,1,3946.76,955080.7467,1166.969653
60,2016/2017,Pitanga,PR,952,Southern,TIOF-4,46.5,8333.33,1,4479.17,955080.7467,1043.886524
61,2016/2017,Silvânia,GO,1050,Northern,AACHECK-0,53.44,2900,1,2900,1374750,2144.761059
61,2016/2017,Silvânia,GO,1050,Northern,CARB+PROCY-2,53.44,2900,1,650,1374750,772.4420151
61,2016/2017,Silvânia,GO,1050,Northern,DIMO+BOSC-2,53.44,2900,1,500,1374750,476.0952286
61,2016/2017,Silvânia,GO,1050,Northern,FLUO-2,53.44,2900,1,400,1374750,230.9401077
61,2016/2017,Silvânia,GO,1050,Northern,FLUZ-2,53.44,2900,1,350,1374750,191.4854216
61,2016/2017,Silvânia,GO,1050,Northern,PROCY-2,53.44,2900,1,1075,1374750,1165.884091
61,2016/2017,Silvânia,GO,1050,Northern,TIOF-4,53.44,2900,1,1700,1374750,1969.77156
62,2016/2017,Uberlândia,MG,863,Northern,AACHECK-0,23.75,902.5,1,902.5,29060.892,111.467484
62,2016/2017,Uberlândia,MG,863,Northern,CARB+PROCY-2,23.75,902.5,1,100,29060.892,100.6644591
62,2016/2017,Uberlândia,MG,863,Northern,DIMO+BOSC-2,23.75,902.5,1,109.75,29060.892,114.1063101
62,2016/2017,Uberlândia,MG,863,Northern,FLUO-2,23.75,902.5,1,85,29060.892,34.15650255
62,2016/2017,Uberlândia,MG,863,Northern,FLUZ-2,23.75,902.5,1,127.5,29060.892,183.5528988
62,2016/2017,Uberlândia,MG,863,Northern,PROCY-2,23.75,902.5,1,213.75,29060.892,303.5945369
62,2016/2017,Uberlândia,MG,863,Northern,TIOF-4,23.75,902.5,1,137.5,29060.892,50.57996968
63,2016/2017,Montividiu,GO,921,Northern,AACHECK-0,82,9051.25,1,9051.25,3729966.747,3525.663354
63,2016/2017,Montividiu,GO,921,Northern,CARB+PROCY-2,82,9051.25,1,3315,3729966.747,2380.869939
63,2016/2017,Montividiu,GO,921,Northern,DIMO+BOSC-2,82,9051.25,1,2193.75,3729966.747,2844.013083
63,2016/2017,Montividiu,GO,921,Northern,FLUO-2,82,9051.25,1,2185.63,3729966.747,1456.680552
63,2016/2017,Montividiu,GO,921,Northern,FLUZ-2,82,9051.25,1,1990.63,3729966.747,1374.350415
63,2016/2017,Montividiu,GO,921,Northern,PROCY-2,82,9051.25,1,2595.94,3729966.747,1717.40613
63,2016/2017,Montividiu,GO,921,Northern,TIOF-4,82,9051.25,1,5143.13,3729966.747,1855.894186
65,2016/2017,Palmeira,PR,865,Southern,AACHECK-0,14.69,40.12,1,40.12,61.7733,15.17062435
65,2016/2017,Palmeira,PR,865,Southern,CARB+PROCY-2,14.69,40.12,1,28.4,61.7733,5.963529525
65,2016/2017,Palmeira,PR,865,Southern,DIMO+BOSC-2,14.69,40.12,1,28.09,61.7733,9.148861759
65,2016/2017,Palmeira,PR,865,Southern,FLUO-2,14.69,40.12,1,19.75,61.7733,10.32913613
65,2016/2017,Palmeira,PR,865,Southern,FLUZ-2,14.69,40.12,1,26.54,61.7733,10.00431752
65,2016/2017,Palmeira,PR,865,Southern,PROCY-2,14.69,40.12,1,24.54,61.7733,10.18986051
65,2016/2017,Palmeira,PR,865,Southern,TIOF-4,14.69,40.12,1,21.6,61.7733,6.724335242
66,2016/2017,Mauá da Serra,PR,909,Southern,AACHECK-0,11.88,1205,1,1205,72632.8571,258.3924664
66,2016/2017,Mauá da Serra,PR,909,Southern,CARB+PROCY-2,11.88,1205,1,135,72632.8571,157.7973384
66,2016/2017,Mauá da Serra,PR,909,Southern,DIMO+BOSC-2,11.88,1205,1,75,72632.8571,150
66,2016/2017,Mauá da Serra,PR,909,Southern,FLUO-2,11.88,1205,1,155,72632.8571,179.1647287
66,2016/2017,Mauá da Serra,PR,909,Southern,FLUZ-2,11.88,1205,1,150,72632.8571,129.0994449
66,2016/2017,Mauá da Serra,PR,909,Southern,PROCY-2,11.88,1205,1,317.5,72632.8571,437.8437425
66,2016/2017,Mauá da Serra,PR,909,Southern,TIOF-4,11.88,1205,1,375,72632.8571,191.3983629
67,2017/2018,Mauá da Serra,PR,909,Southern,AACHECK-0,20.31,2470,8,2470,NA,1016.98
67,2017/2018,Mauá da Serra,PR,909,Southern,FLUZ-2,20.31,2470,8,360,NA,265.83
67,2017/2018,Mauá da Serra,PR,909,Southern,PROCY-2,20.31,2470,8,125,NA,144.56
67,2017/2018,Mauá da Serra,PR,909,Southern,TIOF-4,20.31,2470,8,740,NA,717.4
69,2017/2018,Rio Verde,GO,921,Northern,AACHECK-0,22.81,17856.3,8,17856.3,NA,5698.62
69,2017/2018,Rio Verde,GO,921,Northern,FLUZ-2,22.81,17856.3,8,493.75,NA,368.76
69,2017/2018,Rio Verde,GO,921,Northern,PROCY-2,22.81,17856.3,8,162.56,NA,197.31
69,2017/2018,Rio Verde,GO,921,Northern,TIOF-4,22.81,17856.3,8,16312.5,NA,9705.37
70,2017/2018,Montividiu,GO,921,Northern,AACHECK-0,90,3384.4,8,3384.37,NA,1549.64
70,2017/2018,Montividiu,GO,921,Northern,DIMO+BOSC-2,90,3384.4,8,1240.62,NA,793.75
70,2017/2018,Montividiu,GO,921,Northern,FLUO-2,90,3384.4,8,1784.37,NA,809.4
70,2017/2018,Montividiu,GO,921,Northern,FLUZ-2,90,3384.4,8,1175,NA,441.47
70,2017/2018,Montividiu,GO,921,Northern,PROCY-2,90,3384.4,8,1753.12,NA,720.99
70,2017/2018,Montividiu,GO,921,Northern,TIOF-4,90,3384.4,8,2765.62,NA,998.5
71,2017/2018,Silvânia,GO,1050,Northern,AACHECK-0,77.18,14360,8,14360,NA,2785.29
71,2017/2018,Silvânia,GO,1050,Northern,DIMO+BOSC-2,77.18,14360,8,3175,NA,613.05
71,2017/2018,Silvânia,GO,1050,Northern,FLUO-2,77.18,14360,8,4400,NA,1388.71
71,2017/2018,Silvânia,GO,1050,Northern,FLUZ-2,77.18,14360,8,5340,NA,2789.98
71,2017/2018,Silvânia,GO,1050,Northern,PROCY-2,77.18,14360,8,5380,NA,1722.16
71,2017/2018,Silvânia,GO,1050,Northern,TIOF-4,77.18,14360,8,8545,NA,2612.85
72,2017/2018,Pitanga,PR,952,Southern,AACHECK-0,26,2916.66,8,2916.66,NA,1839.07
72,2017/2018,Pitanga,PR,952,Southern,DIMO+BOSC-2,26,2916.66,8,107.63,NA,129.48
72,2017/2018,Pitanga,PR,952,Southern,FLUO-2,26,2916.66,8,138.88,NA,113.4
72,2017/2018,Pitanga,PR,952,Southern,FLUZ-2,26,2916.66,8,312.5,NA,208.33
72,2017/2018,Pitanga,PR,952,Southern,PROCY-2,26,2916.66,8,111.11,NA,125.76
72,2017/2018,Pitanga,PR,952,Southern,TIOF-4,26,2916.66,8,1145.83,NA,237.19
73,2017/2018,São Desiderio,BA,844,Northern,AACHECK-0,70.62,9507.5,8,9507.5,NA,1521.41
73,2017/2018,São Desiderio,BA,844,Northern,DIMO+BOSC-2,70.62,9507.5,8,1112.5,NA,425.78
73,2017/2018,São Desiderio,BA,844,Northern,FLUO-2,70.62,9507.5,8,2370,NA,1767.12
73,2017/2018,São Desiderio,BA,844,Northern,FLUZ-2,70.62,9507.5,8,4322.5,NA,2342.83
73,2017/2018,São Desiderio,BA,844,Northern,PROCY-2,70.62,9507.5,8,2790,NA,886.07
73,2017/2018,São Desiderio,BA,844,Northern,TIOF-4,70.62,9507.5,8,6042.5,NA,1266.1
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,AACHECK-0,66.56,7580,8,7580,NA,666.53
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,DIMO+BOSC-2,66.56,7580,8,1967.5,NA,183.18
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,FLUO-2,66.56,7580,8,2271.75,NA,397.91
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,FLUZ-2,66.56,7580,8,2825,NA,1821.01
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,PROCY-2,66.56,7580,8,3175,NA,897.6
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,TIOF-4,66.56,7580,8,4635,NA,2541.83
